player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Pugna,Templar Assassin,Legion Commander,Anti-Mage,Centaur Warrunner,Skywrath Mage,Phantom Assassin,Bounty Hunter,Night Stalker,Juggernaut,True
Enigma,Anti-Mage,Invoker,Venomancer,Phantom Assassin,Necrophos,Kunkka,Treant Protector,Sniper,Luna,False
Faceless Void,Venomancer,Visage,Terrorblade,Huskar,Storm Spirit,Tidehunter,Viper,Nature's Prophet,Axe,True
Huskar,Faceless Void,Elder Titan,Tinker,Enchantress,Phantom Lancer,Centaur Warrunner,Earth Spirit,Rubick,Slardar,True
Death Prophet,Monkey King,Kunkka,Doom,Slardar,Tinker,Timbersaw,Anti-Mage,Sand King,Earthshaker,False
Necrophos,Nature's Prophet,Tidehunter,Bristleback,Timbersaw,Enchantress,Leshrac,Arc Warden,Medusa,Shadow Demon,False
Legion Commander,Visage,Drow Ranger,Shadow Fiend,Death Prophet,Lina,Axe,Io,Batrider,Lone Druid,True
Naga Siren,Lone Druid,Arc Warden,Spectre,Pudge,Witch Doctor,Riki,Spirit Breaker,Huskar,Ursa,False
Axe,Nyx Assassin,Bounty Hunter,Pudge,Razor,Clinkz,Sniper,Viper,Phantom Assassin,Io,False
Wraith King,Enigma,Viper,Faceless Void,Witch Doctor,Pudge,Morphling,Nature's Prophet,Visage,Monkey King,False
Tinker,Vengeful Spirit,Shadow Shaman,Bounty Hunter,Huskar,Tidehunter,Chen,Shadow Demon,Visage,Oracle,True
Venomancer,Bristleback,Razor,Clinkz,Medusa,Luna,Dragon Knight,Terrorblade,Huskar,Earth Spirit,False
Tiny,Sniper,Death Prophet,Night Stalker,Warlock,Windranger,Weaver,Wraith King,Shadow Fiend,Ogre Magi,True
Queen of Pain,Pudge,Spirit Breaker,Mirana,Viper,Phantom Assassin,Meepo,Crystal Maiden,Dazzle,Monkey King,True
Queen of Pain,Phantom Lancer,Pudge,Medusa,Omniknight,Phantom Assassin,Sniper,Wraith King,Shadow Shaman,Kunkka,True
Slark,Viper,Dark Seer,Naga Siren,Dragon Knight,Broodmother,Arc Warden,Ancient Apparition,Leshrac,Windranger,False
Tinker,Razor,Lion,Silencer,Sven,Jakiro,Bristleback,Lina,Phantom Assassin,Bounty Hunter,True
Storm Spirit,Kunkka,Skywrath Mage,Bristleback,Tiny,Monkey King,Bloodseeker,Queen of Pain,Juggernaut,Crystal Maiden,True
Sniper,Viper,Phantom Assassin,Nature's Prophet,Spirit Breaker,Pudge,Chen,Juggernaut,Mirana,Ogre Magi,True
Puck,Viper,Storm Spirit,Magnus,Bloodseeker,Legion Commander,Troll Warlord,Venomancer,Bristleback,Shadow Demon,True
Ancient Apparition,Clockwerk,Lone Druid,Omniknight,Riki,Lifestealer,Viper,Troll Warlord,Death Prophet,Sniper,False
Pugna,Magnus,Luna,Juggernaut,Monkey King,Disruptor,Winter Wyvern,Witch Doctor,Windranger,Oracle,True
Sniper,Morphling,Earthshaker,Clockwerk,Spirit Breaker,Sand King,Juggernaut,Zeus,Viper,Legion Commander,True
Phantom Assassin,Sniper,Ursa,Queen of Pain,Treant Protector,Lich,Necrophos,Undying,Windranger,Zeus,True
Drow Ranger,Magnus,Venomancer,Juggernaut,Nature's Prophet,Chen,Puck,Chaos Knight,Techies,Spirit Breaker,True
Viper,Troll Warlord,Terrorblade,Storm Spirit,Mirana,Visage,Disruptor,Crystal Maiden,Underlord,Skywrath Mage,True
Faceless Void,Pudge,Ancient Apparition,Sniper,Tinker,Windranger,Invoker,Anti-Mage,Alchemist,Earthshaker,True
Shadow Shaman,Bloodseeker,Pudge,Monkey King,Windranger,Invoker,Broodmother,Phoenix,Lycan,Rubick,True
Invoker,Troll Warlord,Pudge,Ancient Apparition,Tidehunter,Jakiro,Phantom Assassin,Juggernaut,Magnus,Pugna,False
Centaur Warrunner,Bloodseeker,Rubick,Phantom Lancer,Clinkz,Bounty Hunter,Lina,Lycan,Morphling,Warlock,True
Anti-Mage,Ursa,Spirit Breaker,Juggernaut,Puck,Earthshaker,Sniper,Kunkka,Slardar,Phantom Assassin,True
Witch Doctor,Pudge,Legion Commander,Shadow Fiend,Phantom Assassin,Chen,Juggernaut,Rubick,Huskar,Drow Ranger,True
Windranger,Bloodseeker,Witch Doctor,Ursa,Clinkz,Death Prophet,Riki,Pudge,Templar Assassin,Rubick,True
Legion Commander,Wraith King,Ogre Magi,Lina,Sand King,Tidehunter,Io,Pugna,Tusk,Beastmaster,True
Terrorblade,Pudge,Visage,Alchemist,Slark,Viper,Nature's Prophet,Sand King,Winter Wyvern,Naga Siren,False
Tidehunter,Tinker,Lifestealer,Elder Titan,Chaos Knight,Arc Warden,Alchemist,Spectre,Silencer,Death Prophet,True
Vengeful Spirit,Lifestealer,Lone Druid,Morphling,Phantom Lancer,Abaddon,Storm Spirit,Spirit Breaker,Weaver,Arc Warden,True
Ember Spirit,Nature's Prophet,Disruptor,Juggernaut,Spirit Breaker,Enigma,Troll Warlord,Bristleback,Lion,Invoker,False
Pudge,Night Stalker,Venomancer,Invoker,Earthshaker,Keeper of the Light,Sand King,Timbersaw,Templar Assassin,Juggernaut,True
Phantom Assassin,Faceless Void,Tinker,Rubick,Sniper,Lion,Monkey King,Viper,Dark Seer,Sven,True
Legion Commander,Bloodseeker,Disruptor,Terrorblade,Earthshaker,Gyrocopter,Ogre Magi,Arc Warden,Jakiro,Anti-Mage,False
Axe,Riki,Clinkz,Timbersaw,Mirana,Viper,Pugna,Witch Doctor,Terrorblade,Winter Wyvern,True
Nature's Prophet,Jakiro,Juggernaut,Terrorblade,Earth Spirit,Queen of Pain,Winter Wyvern,Dazzle,Riki,Visage,True
Rubick,Silencer,Shadow Demon,Queen of Pain,Shadow Shaman,Troll Warlord,Kunkka,Weaver,Necrophos,Visage,False
Spirit Breaker,Arc Warden,Timbersaw,Kunkka,Legion Commander,Lifestealer,Tusk,Tidehunter,Elder Titan,Anti-Mage,True
Sven,Ogre Magi,Morphling,Centaur Warrunner,Lifestealer,Shadow Demon,Anti-Mage,Ancient Apparition,Luna,Dazzle,True
Lina,Magnus,Luna,Invoker,Clockwerk,Bloodseeker,Shadow Shaman,Phantom Assassin,Spectre,Crystal Maiden,False
Alchemist,Kunkka,Phoenix,Keeper of the Light,Arc Warden,Nature's Prophet,Tidehunter,Chen,Riki,Ogre Magi,True
Oracle,Tidehunter,Queen of Pain,Crystal Maiden,Necrophos,Naga Siren,Lifestealer,Ancient Apparition,Phantom Assassin,Enchantress,False
Lifestealer,Bounty Hunter,Slark,Timbersaw,Gyrocopter,Ogre Magi,Tidehunter,Sven,Mirana,Earthshaker,False
Clinkz,Anti-Mage,Riki,Invoker,Pudge,Huskar,Legion Commander,Rubick,Lifestealer,Monkey King,True
Omniknight,Chaos Knight,Bounty Hunter,Pudge,Sniper,Sand King,Jakiro,Huskar,Terrorblade,Slark,False
Legion Commander,Tinker,Phoenix,Zeus,Lina,Underlord,Keeper of the Light,Witch Doctor,Anti-Mage,Lion,True
Monkey King,Legion Commander,Razor,Visage,Winter Wyvern,Drow Ranger,Phantom Assassin,Tiny,Bounty Hunter,Lich,True
Spirit Breaker,Treant Protector,Weaver,Invoker,Monkey King,Lich,Bloodseeker,Lion,Phantom Assassin,Legion Commander,False
Shadow Shaman,Oracle,Razor,Alchemist,Witch Doctor,Legion Commander,Beastmaster,Clockwerk,Night Stalker,Templar Assassin,True
Treant Protector,Mirana,Phantom Lancer,Invoker,Rubick,Bloodseeker,Visage,Earthshaker,Sven,Tusk,True
Bane,Mirana,Spirit Breaker,Silencer,Leshrac,Tinker,Nature's Prophet,Treant Protector,Venomancer,Bloodseeker,False
Juggernaut,Death Prophet,Slardar,Mirana,Bane,Phantom Lancer,Templar Assassin,Earthshaker,Tidehunter,Vengeful Spirit,False
Tinker,Ember Spirit,Leshrac,Axe,Slark,Drow Ranger,Pudge,Windranger,Medusa,Death Prophet,True
Anti-Mage,Keeper of the Light,Ancient Apparition,Terrorblade,Morphling,Abaddon,Shadow Shaman,Lone Druid,Slark,Skywrath Mage,False
Lion,Pudge,Lifestealer,Keeper of the Light,Phantom Assassin,Enigma,Centaur Warrunner,Medusa,Sniper,Ancient Apparition,True
Pugna,Storm Spirit,Undying,Pudge,Queen of Pain,Clockwerk,Broodmother,Mirana,Sven,Lion,True
Bristleback,Chaos Knight,Bounty Hunter,Tiny,Ancient Apparition,Phantom Assassin,Medusa,Riki,Wraith King,Lion,True
Queen of Pain,Naga Siren,Enigma,Silencer,Kunkka,Wraith King,Phoenix,Warlock,Winter Wyvern,Phantom Assassin,True
Slardar,Io,Pudge,Undying,Earthshaker,Clockwerk,Elder Titan,Phoenix,Tiny,Sand King,True
Doom,Phoenix,Treant Protector,Broodmother,Puck,Morphling,Omniknight,Shadow Fiend,Sniper,Luna,False
Outworld Devourer,Chaos Knight,Techies,Juggernaut,Vengeful Spirit,Witch Doctor,Clockwerk,Nature's Prophet,Sniper,Invoker,False
Ursa,Phantom Lancer,Visage,Mirana,Razor,Tinker,Night Stalker,Windranger,Leshrac,Faceless Void,True
Clinkz,Treant Protector,Wraith King,Elder Titan,Kunkka,Lycan,Ember Spirit,Undying,Bounty Hunter,Earthshaker,False
Phantom Lancer,Faceless Void,Necrophos,Pudge,Mirana,Enigma,Viper,Nature's Prophet,Crystal Maiden,Elder Titan,True
Silencer,Wraith King,Storm Spirit,Crystal Maiden,Brewmaster,Oracle,Leshrac,Luna,Visage,Lycan,True
Morphling,Venomancer,Spirit Breaker,Sniper,Bristleback,Viper,Spectre,Earthshaker,Juggernaut,Shadow Shaman,True
Bounty Hunter,Chaos Knight,Tinker,Phantom Lancer,Rubick,Axe,Pugna,Pudge,Lina,Huskar,False
Jakiro,Sniper,Viper,Dragon Knight,Pudge,Weaver,Juggernaut,Skywrath Mage,Medusa,Visage,True
Monkey King,Vengeful Spirit,Phantom Assassin,Undying,Luna,Underlord,Drow Ranger,Keeper of the Light,Naga Siren,Weaver,True
Bristleback,Zeus,Juggernaut,Phantom Assassin,Wraith King,Legion Commander,Vengeful Spirit,Dragon Knight,Viper,Witch Doctor,False
Dark Seer,Juggernaut,Bounty Hunter,Troll Warlord,Tinker,Nyx Assassin,Monkey King,Abaddon,Vengeful Spirit,Earthshaker,False
Faceless Void,Winter Wyvern,Techies,Tinker,Huskar,Sven,Clinkz,Necrophos,Centaur Warrunner,Vengeful Spirit,True
Earthshaker,Crystal Maiden,Juggernaut,Alchemist,Invoker,Winter Wyvern,Wraith King,Windranger,Arc Warden,Drow Ranger,False
Earth Spirit,Legion Commander,Alchemist,Keeper of the Light,Nyx Assassin,Tiny,Ancient Apparition,Chaos Knight,Underlord,Nature's Prophet,True
Vengeful Spirit,Oracle,Anti-Mage,Zeus,Juggernaut,Phoenix,Drow Ranger,Faceless Void,Gyrocopter,Tusk,False
Pugna,Dragon Knight,Necrophos,Phantom Assassin,Sven,Wraith King,Huskar,Storm Spirit,Tiny,Slark,False
Crystal Maiden,Anti-Mage,Shadow Fiend,Necrophos,Undying,Queen of Pain,Phantom Assassin,Lina,Monkey King,Axe,True
Omniknight,Lone Druid,Monkey King,Luna,Rubick,Tiny,Keeper of the Light,Kunkka,Bristleback,Riki,True
Brewmaster,Pudge,Timbersaw,Chaos Knight,Lifestealer,Dragon Knight,Arc Warden,Phoenix,Doom,Slardar,False
Beastmaster,Luna,Drow Ranger,Abaddon,Vengeful Spirit,Terrorblade,Dragon Knight,Legion Commander,Morphling,Underlord,True
Huskar,Batrider,Lina,Slark,Legion Commander,Slardar,Weaver,Tidehunter,Phantom Assassin,Underlord,True
Treant Protector,Clockwerk,Witch Doctor,Anti-Mage,Ember Spirit,Dragon Knight,Venomancer,Shadow Shaman,Pudge,Night Stalker,False
Tidehunter,Shadow Demon,Lone Druid,Storm Spirit,Tinker,Keeper of the Light,Luna,Puck,Kunkka,Troll Warlord,False
Enigma,Leshrac,Nature's Prophet,Slardar,Juggernaut,Abaddon,Pugna,Lion,Invoker,Dark Seer,True
Night Stalker,Phantom Assassin,Lifestealer,Weaver,Silencer,Dark Seer,Visage,Ogre Magi,Leshrac,Queen of Pain,True
Windranger,Spirit Breaker,Earth Spirit,Tusk,Ursa,Monkey King,Pudge,Shadow Fiend,Riki,Bristleback,False
Tiny,Mirana,Lion,Windranger,Vengeful Spirit,Viper,Kunkka,Alchemist,Techies,Magnus,True
Sniper,Timbersaw,Slark,Oracle,Naga Siren,Shadow Shaman,Earth Spirit,Ancient Apparition,Spectre,Techies,True
Luna,Riki,Spirit Breaker,Legion Commander,Wraith King,Sniper,Invoker,Phantom Lancer,Bloodseeker,Earthshaker,False
Chaos Knight,Invoker,Phantom Lancer,Sven,Witch Doctor,Luna,Legion Commander,Silencer,Necrophos,Nature's Prophet,False
Pudge,Alchemist,Legion Commander,Weaver,Mirana,Clinkz,Huskar,Faceless Void,Crystal Maiden,Techies,False
Riki,Zeus,Slark,Pudge,Spectre,Shadow Shaman,Dragon Knight,Jakiro,Necrophos,Sniper,True
Alchemist,Centaur Warrunner,Death Prophet,Pugna,Batrider,Zeus,Slark,Lina,Lifestealer,Weaver,True
Ursa,Shadow Fiend,Huskar,Lion,Nyx Assassin,Troll Warlord,Dark Seer,Beastmaster,Dragon Knight,Phantom Assassin,False
Rubick,Morphling,Arc Warden,Ogre Magi,Necrophos,Lone Druid,Clockwerk,Terrorblade,Invoker,Mirana,True
Kunkka,Lion,Alchemist,Nature's Prophet,Night Stalker,Morphling,Bounty Hunter,Razor,Phantom Assassin,Broodmother,True
Clinkz,Drow Ranger,Kunkka,Tinker,Lone Druid,Puck,Io,Rubick,Queen of Pain,Storm Spirit,True
Leshrac,Storm Spirit,Drow Ranger,Zeus,Tinker,Lion,Outworld Devourer,Visage,Abaddon,Enigma,True
Vengeful Spirit,Shadow Fiend,Ursa,Phantom Assassin,Invoker,Gyrocopter,Rubick,Pudge,Bloodseeker,Earth Spirit,False
Troll Warlord,Weaver,Necrophos,Broodmother,Beastmaster,Night Stalker,Leshrac,Anti-Mage,Magnus,Alchemist,True
Clinkz,Naga Siren,Shadow Fiend,Elder Titan,Faceless Void,Ogre Magi,Oracle,Nature's Prophet,Phantom Assassin,Morphling,True
Pugna,Timbersaw,Dragon Knight,Axe,Faceless Void,Huskar,Ursa,Bristleback,Lich,Weaver,False
Phantom Assassin,Terrorblade,Drow Ranger,Earthshaker,Phantom Lancer,Enchantress,Enigma,Faceless Void,Sven,Invoker,True
Clinkz,Lion,Crystal Maiden,Axe,Legion Commander,Underlord,Treant Protector,Clockwerk,Juggernaut,Naga Siren,True
Weaver,Bloodseeker,Phantom Lancer,Faceless Void,Kunkka,Enchantress,Viper,Nature's Prophet,Legion Commander,Pugna,True
Enchantress,Arc Warden,Phantom Assassin,Oracle,Phantom Lancer,Mirana,Juggernaut,Ogre Magi,Wraith King,Sand King,False
Monkey King,Phantom Assassin,Axe,Riki,Clinkz,Bounty Hunter,Invoker,Vengeful Spirit,Huskar,Legion Commander,False
Lina,Windranger,Bristleback,Monkey King,Invoker,Pudge,Phantom Assassin,Spectre,Ember Spirit,Shadow Demon,False
Bounty Hunter,Tusk,Underlord,Shadow Demon,Nature's Prophet,Magnus,Jakiro,Faceless Void,Shadow Fiend,Enigma,True
Viper,Invoker,Ember Spirit,Drow Ranger,Ursa,Troll Warlord,Templar Assassin,Puck,Sven,Tiny,True
Omniknight,Pudge,Sven,Huskar,Phantom Assassin,Bounty Hunter,Slardar,Silencer,Terrorblade,Lifestealer,True
Viper,Lifestealer,Axe,Jakiro,Crystal Maiden,Warlock,Dazzle,Spirit Breaker,Storm Spirit,Phantom Assassin,False
Zeus,Death Prophet,Queen of Pain,Huskar,Visage,Tinker,Leshrac,Lich,Abaddon,Mirana,False
Batrider,Disruptor,Venomancer,Chaos Knight,Shadow Fiend,Jakiro,Ember Spirit,Lone Druid,Luna,Lich,True
Phantom Assassin,Keeper of the Light,Bristleback,Pugna,Shadow Shaman,Pudge,Phoenix,Viper,Outworld Devourer,Anti-Mage,False
Shadow Demon,Enigma,Keeper of the Light,Winter Wyvern,Earth Spirit,Windranger,Nature's Prophet,Elder Titan,Legion Commander,Dark Seer,False
Magnus,Faceless Void,Queen of Pain,Dragon Knight,Bounty Hunter,Viper,Wraith King,Pudge,Leshrac,Beastmaster,True
Windranger,Troll Warlord,Pudge,Bounty Hunter,Bristleback,Ursa,Phantom Assassin,Huskar,Invoker,Zeus,True
Nature's Prophet,Viper,Mirana,Shadow Shaman,Slark,Invoker,Bloodseeker,Anti-Mage,Huskar,Spirit Breaker,True
Weaver,Legion Commander,Sniper,Ogre Magi,Windranger,Storm Spirit,Kunkka,Lion,Vengeful Spirit,Nature's Prophet,True
Shadow Shaman,Viper,Drow Ranger,Juggernaut,Tidehunter,Venomancer,Silencer,Sniper,Magnus,Sven,False
Storm Spirit,Monkey King,Medusa,Lycan,Leshrac,Enigma,Shadow Demon,Lone Druid,Nature's Prophet,Skywrath Mage,True
Weaver,Wraith King,Invoker,Dazzle,Axe,Morphling,Broodmother,Io,Clockwerk,Alchemist,False
Necrophos,Skywrath Mage,Earthshaker,Silencer,Morphling,Doom,Techies,Pugna,Slark,Lycan,True
Sand King,Io,Abaddon,Weaver,Invoker,Dragon Knight,Chen,Zeus,Puck,Nature's Prophet,True
Leshrac,Vengeful Spirit,Medusa,Sniper,Lina,Lifestealer,Mirana,Silencer,Skywrath Mage,Enigma,True
Undying,Monkey King,Luna,Crystal Maiden,Shadow Fiend,Necrophos,Invoker,Chaos Knight,Shadow Shaman,Sniper,False
Alchemist,Dragon Knight,Nature's Prophet,Morphling,Lion,Death Prophet,Lycan,Chaos Knight,Tinker,Ogre Magi,False
Legion Commander,Nature's Prophet,Juggernaut,Ogre Magi,Clinkz,Io,Oracle,Monkey King,Morphling,Techies,True
Pudge,Juggernaut,Lone Druid,Bloodseeker,Gyrocopter,Abaddon,Anti-Mage,Witch Doctor,Spirit Breaker,Windranger,False
Drow Ranger,Visage,Underlord,Magnus,Ogre Magi,Phoenix,Tidehunter,Legion Commander,Abaddon,Beastmaster,True
Juggernaut,Mirana,Puck,Wraith King,Invoker,Sven,Earthshaker,Bloodseeker,Spirit Breaker,Alchemist,True
Templar Assassin,Tinker,Leshrac,Ancient Apparition,Bane,Disruptor,Windranger,Gyrocopter,Wraith King,Slark,True
Venomancer,Storm Spirit,Mirana,Drow Ranger,Troll Warlord,Huskar,Enchantress,Nyx Assassin,Spirit Breaker,Vengeful Spirit,True
Faceless Void,Drow Ranger,Spirit Breaker,Pugna,Viper,Phantom Lancer,Huskar,Axe,Sven,Necrophos,False
Morphling,Queen of Pain,Brewmaster,Omniknight,Pudge,Earthshaker,Phantom Assassin,Razor,Bane,Shadow Fiend,False
Tiny,Meepo,Lone Druid,Enigma,Pudge,Bristleback,Shadow Fiend,Beastmaster,Queen of Pain,Outworld Devourer,True
Treant Protector,Chaos Knight,Axe,Ogre Magi,Legion Commander,Necrophos,Broodmother,Huskar,Vengeful Spirit,Beastmaster,False
Night Stalker,Brewmaster,Elder Titan,Underlord,Phantom Assassin,Tidehunter,Centaur Warrunner,Leshrac,Dazzle,Winter Wyvern,True
Lich,Omniknight,Riki,Monkey King,Lifestealer,Arc Warden,Earthshaker,Brewmaster,Juggernaut,Pudge,False
Templar Assassin,Earth Spirit,Shadow Fiend,Nyx Assassin,Mirana,Beastmaster,Oracle,Broodmother,Faceless Void,Arc Warden,False
Legion Commander,Windranger,Spirit Breaker,Shadow Shaman,Anti-Mage,Tusk,Slardar,Io,Sniper,Clinkz,True
Chaos Knight,Spirit Breaker,Vengeful Spirit,Juggernaut,Slark,Disruptor,Nyx Assassin,Kunkka,Sniper,Bloodseeker,False
Drow Ranger,Viper,Pudge,Chaos Knight,Ursa,Winter Wyvern,Bloodseeker,Spirit Breaker,Windranger,Lycan,True
Drow Ranger,Troll Warlord,Pudge,Sven,Ogre Magi,Rubick,Warlock,Templar Assassin,Phantom Assassin,Slardar,True
Venomancer,Enigma,Wraith King,Shadow Fiend,Nature's Prophet,Terrorblade,Meepo,Spectre,Spirit Breaker,Timbersaw,True
Shadow Fiend,Legion Commander,Chaos Knight,Abaddon,Riki,Crystal Maiden,Faceless Void,Pudge,Invoker,Sniper,True
Anti-Mage,Earth Spirit,Pudge,Kunkka,Beastmaster,Necrophos,Shadow Fiend,Lifestealer,Luna,Phantom Assassin,False
Spectre,Disruptor,Arc Warden,Riki,Phoenix,Nyx Assassin,Mirana,Monkey King,Nature's Prophet,Juggernaut,False
Naga Siren,Keeper of the Light,Underlord,Invoker,Spirit Breaker,Kunkka,Mirana,Shadow Fiend,Juggernaut,Tusk,False
Kunkka,Bane,Nature's Prophet,Pugna,Techies,Monkey King,Io,Visage,Lycan,Venomancer,True
Troll Warlord,Juggernaut,Terrorblade,Ancient Apparition,Kunkka,Io,Monkey King,Visage,Lycan,Ogre Magi,True
Doom,Treant Protector,Timbersaw,Crystal Maiden,Death Prophet,Slardar,Tinker,Vengeful Spirit,Clinkz,Dark Seer,True
Earth Spirit,Timbersaw,Ogre Magi,Storm Spirit,Winter Wyvern,Spirit Breaker,Naga Siren,Rubick,Nyx Assassin,Elder Titan,True
Ogre Magi,Juggernaut,Phantom Lancer,Sniper,Faceless Void,Anti-Mage,Lion,Monkey King,Invoker,Nature's Prophet,False
Storm Spirit,Bloodseeker,Troll Warlord,Morphling,Windranger,Pudge,Doom,Beastmaster,Shadow Fiend,Pugna,True
Razor,Sven,Broodmother,Tiny,Vengeful Spirit,Enigma,Pugna,Lina,Batrider,Viper,False
Shadow Fiend,Shadow Shaman,Sven,Bloodseeker,Necrophos,Invoker,Techies,Chaos Knight,Lifestealer,Rubick,True
Earth Spirit,Sand King,Dark Seer,Naga Siren,Lone Druid,Beastmaster,Templar Assassin,Kunkka,Bristleback,Vengeful Spirit,False
Naga Siren,Meepo,Drow Ranger,Shadow Shaman,Necrophos,Omniknight,Huskar,Lifestealer,Tidehunter,Legion Commander,True
Tusk,Ogre Magi,Riki,Invoker,Shadow Fiend,Slark,Slardar,Phantom Assassin,Earthshaker,Sniper,False
Medusa,Legion Commander,Spectre,Rubick,Night Stalker,Pugna,Kunkka,Sniper,Troll Warlord,Enigma,False
Silencer,Winter Wyvern,Io,Lich,Alchemist,Chen,Bounty Hunter,Broodmother,Axe,Gyrocopter,False
Huskar,Crystal Maiden,Gyrocopter,Ember Spirit,Anti-Mage,Dark Seer,Lina,Jakiro,Morphling,Underlord,True
Venomancer,Phantom Assassin,Ancient Apparition,Rubick,Mirana,Doom,Invoker,Sand King,Beastmaster,Faceless Void,True
Shadow Fiend,Nyx Assassin,Drow Ranger,Skywrath Mage,Earthshaker,Alchemist,Mirana,Silencer,Bloodseeker,Arc Warden,True
Pugna,Lina,Kunkka,Night Stalker,Crystal Maiden,Leshrac,Zeus,Shadow Shaman,Jakiro,Visage,True
Windranger,Keeper of the Light,Puck,Shadow Shaman,Legion Commander,Necrophos,Crystal Maiden,Drow Ranger,Wraith King,Pudge,True
Ancient Apparition,Drow Ranger,Queen of Pain,Tinker,Ember Spirit,Templar Assassin,Earth Spirit,Anti-Mage,Phoenix,Vengeful Spirit,True
Tidehunter,Axe,Shadow Demon,Brewmaster,Ember Spirit,Meepo,Clinkz,Io,Earth Spirit,Visage,True
Slark,Tinker,Skywrath Mage,Disruptor,Weaver,Tiny,Bounty Hunter,Razor,Arc Warden,Sand King,False
Ogre Magi,Broodmother,Ancient Apparition,Invoker,Earth Spirit,Tidehunter,Lone Druid,Phantom Lancer,Phantom Assassin,Outworld Devourer,True
Razor,Bristleback,Shadow Fiend,Templar Assassin,Tidehunter,Techies,Jakiro,Lycan,Nature's Prophet,Bane,False
Clinkz,Sniper,Windranger,Broodmother,Kunkka,Medusa,Earth Spirit,Bristleback,Bounty Hunter,Troll Warlord,True
Bounty Hunter,Bloodseeker,Bristleback,Sven,Shadow Fiend,Troll Warlord,Nyx Assassin,Visage,Sniper,Phantom Assassin,False
Kunkka,Spectre,Huskar,Elder Titan,Bounty Hunter,Crystal Maiden,Winter Wyvern,Tidehunter,Nature's Prophet,Ogre Magi,True
Dazzle,Chaos Knight,Necrophos,Phantom Lancer,Spirit Breaker,Terrorblade,Puck,Earth Spirit,Kunkka,Bloodseeker,True
Phantom Lancer,Lion,Weaver,Pudge,Riki,Ursa,Luna,Tinker,Earthshaker,Shadow Shaman,True
Earth Spirit,Legion Commander,Sand King,Timbersaw,Undying,Huskar,Tiny,Bloodseeker,Tidehunter,Dragon Knight,True
Slark,Nature's Prophet,Monkey King,Shadow Fiend,Phantom Assassin,Bristleback,Spirit Breaker,Riki,Witch Doctor,Sniper,True
Tinker,Sniper,Legion Commander,Anti-Mage,Wraith King,Riki,Viper,Ember Spirit,Skywrath Mage,Bristleback,True
Oracle,Luna,Naga Siren,Doom,Bloodseeker,Spectre,Earthshaker,Viper,Shadow Fiend,Undying,False
Vengeful Spirit,Phantom Assassin,Warlock,Invoker,Drow Ranger,Undying,Sniper,Pudge,Legion Commander,Wraith King,False
Phoenix,Witch Doctor,Juggernaut,Lycan,Gyrocopter,Undying,Templar Assassin,Lifestealer,Bounty Hunter,Lone Druid,False
Storm Spirit,Meepo,Drow Ranger,Slardar,Mirana,Sniper,Techies,Ember Spirit,Elder Titan,Necrophos,False
Lycan,Gyrocopter,Terrorblade,Wraith King,Death Prophet,Sniper,Bloodseeker,Phantom Lancer,Batrider,Dark Seer,True
Bounty Hunter,Anti-Mage,Tinker,Spectre,Pudge,Ancient Apparition,Crystal Maiden,Spirit Breaker,Doom,Invoker,False
Windranger,Earthshaker,Drow Ranger,Bristleback,Chaos Knight,Death Prophet,Storm Spirit,Spirit Breaker,Sniper,Sven,False
Huskar,Lina,Winter Wyvern,Magnus,Pugna,Skywrath Mage,Dragon Knight,Viper,Tiny,Slark,True
Kunkka,Elder Titan,Invoker,Windranger,Oracle,Phantom Assassin,Death Prophet,Outworld Devourer,Slark,Morphling,True
Faceless Void,Kunkka,Huskar,Undying,Tidehunter,Tusk,Wraith King,Phoenix,Clinkz,Io,True
Shadow Fiend,Ogre Magi,Clinkz,Earthshaker,Windranger,Lion,Abaddon,Morphling,Keeper of the Light,Invoker,True
Riki,Tinker,Slark,Earthshaker,Drow Ranger,Shadow Fiend,Clinkz,Sniper,Viper,Phantom Assassin,True
Legion Commander,Lich,Jakiro,Sniper,Huskar,Shadow Demon,Mirana,Meepo,Earthshaker,Chaos Knight,True
Bristleback,Crystal Maiden,Chaos Knight,Jakiro,Shadow Fiend,Necrophos,Luna,Legion Commander,Ember Spirit,Lion,True
Tidehunter,Windranger,Sven,Viper,Bounty Hunter,Outworld Devourer,Centaur Warrunner,Spirit Breaker,Witch Doctor,Faceless Void,False
Silencer,Windranger,Visage,Abaddon,Dragon Knight,Broodmother,Spirit Breaker,Lifestealer,Death Prophet,Juggernaut,True
Monkey King,Silencer,Pudge,Templar Assassin,Drow Ranger,Bounty Hunter,Invoker,Weaver,Legion Commander,Rubick,True
